================ Training Loss (Thu Mar 31 12:29:10 2022) ================
================ Training Loss (Thu Mar 31 12:30:32 2022) ================
================ Training Loss (Thu Mar 31 12:33:54 2022) ================
================ Training Loss (Thu Mar 31 12:34:58 2022) ================
================ Training Loss (Thu Mar 31 12:37:29 2022) ================
================ Training Loss (Thu Mar 31 12:41:37 2022) ================
================ Training Loss (Thu Mar 31 12:46:38 2022) ================
================ Training Loss (Thu Mar 31 12:51:03 2022) ================
================ Training Loss (Thu Mar 31 12:54:19 2022) ================
================ Training Loss (Thu Mar 31 13:00:17 2022) ================
================ Training Loss (Thu Mar 31 13:01:45 2022) ================
================ Training Loss (Thu Mar 31 13:08:42 2022) ================
(epoch: 1, iters: 3200, time: 0.008, dataset: 3297449849.897) GAN: 1.331 
(epoch: 1, iters: 25600, time: 0.007, dataset: 3297466307.446) GAN: 1.534 
(epoch: 1, iters: 28800, time: 0.008, dataset: 3297466352.954) GAN: 1.462 
(epoch: 1, iters: 32000, time: 0.009, dataset: 3297466398.923) GAN: 1.545 
(epoch: 1, iters: 35200, time: 0.007, dataset: 3297466446.516) GAN: 1.716 
(epoch: 1, iters: 38400, time: 0.007, dataset: 3297466491.725) GAN: 1.662 
(epoch: 1, iters: 41600, time: 0.007, dataset: 3297466537.223) GAN: 1.719 
(epoch: 1, iters: 44800, time: 0.007, dataset: 3297466582.462) GAN: 2.020 
(epoch: 1, iters: 48000, time: 0.007, dataset: 3297466627.316) GAN: 1.557 
(epoch: 2, iters: 1280, time: 0.007, dataset: 3297466670.678) GAN: 1.703 
(epoch: 2, iters: 4480, time: 0.007, dataset: 3297466727.315) GAN: 1.696 
(epoch: 2, iters: 7680, time: 0.008, dataset: 3297466771.815) GAN: 2.113 
(epoch: 2, iters: 10880, time: 0.008, dataset: 3297466816.989) GAN: 1.558 
(epoch: 2, iters: 14080, time: 0.007, dataset: 3297466863.389) GAN: 1.765 
(epoch: 2, iters: 17280, time: 0.007, dataset: 3297466909.453) GAN: 1.936 
================ Training Loss (Thu Mar 31 15:38:43 2022) ================
================ Training Loss (Thu Mar 31 15:39:29 2022) ================
================ Training Loss (Thu Mar 31 15:48:10 2022) ================
================ Training Loss (Thu Mar 31 15:48:49 2022) ================
================ Training Loss (Thu Mar 31 15:53:15 2022) ================
================ Training Loss (Thu Mar 31 16:01:29 2022) ================
================ Training Loss (Thu Mar 31 16:02:12 2022) ================
(epoch: 1, iters: 3200, time: 0.000, dataset: 3297470670.650) GAN: 1.318 
(epoch: 1, iters: 6400, time: 0.000, dataset: 3297470687.874) GAN: 1.376 
(epoch: 1, iters: 9600, time: 0.000, dataset: 3297470690.049) GAN: 1.541 
(epoch: 1, iters: 12800, time: 0.000, dataset: 3297470692.219) GAN: 1.602 
(epoch: 1, iters: 16000, time: 0.000, dataset: 3297470694.424) GAN: 1.823 
(epoch: 1, iters: 19200, time: 0.000, dataset: 3297470696.599) GAN: 1.615 
(epoch: 1, iters: 22400, time: 0.000, dataset: 3297470698.789) GAN: 1.765 
(epoch: 1, iters: 25600, time: 0.000, dataset: 3297470700.975) GAN: 1.911 
(epoch: 1, iters: 28800, time: 0.000, dataset: 3297470703.162) GAN: 1.856 
(epoch: 1, iters: 32000, time: 0.000, dataset: 3297470705.358) GAN: 1.847 
(epoch: 1, iters: 35200, time: 0.000, dataset: 3297470707.540) GAN: 1.572 
(epoch: 1, iters: 38400, time: 0.000, dataset: 3297470709.734) GAN: 1.622 
(epoch: 1, iters: 41600, time: 0.000, dataset: 3297470711.924) GAN: 1.715 
(epoch: 1, iters: 44800, time: 0.000, dataset: 3297470714.123) GAN: 1.632 
(epoch: 1, iters: 48000, time: 0.000, dataset: 3297470716.321) GAN: 1.595 
(epoch: 2, iters: 1280, time: 0.000, dataset: 3297470718.522) GAN: 1.649 
(epoch: 2, iters: 4480, time: 0.000, dataset: 3297470732.493) GAN: 1.904 
(epoch: 2, iters: 7680, time: 0.000, dataset: 3297470734.701) GAN: 1.842 
(epoch: 2, iters: 10880, time: 0.000, dataset: 3297470736.902) GAN: 1.850 
(epoch: 2, iters: 14080, time: 0.000, dataset: 3297470739.107) GAN: 2.728 
(epoch: 2, iters: 17280, time: 0.000, dataset: 3297470741.302) GAN: 2.117 
(epoch: 2, iters: 20480, time: 0.000, dataset: 3297470743.513) GAN: 3.694 
(epoch: 2, iters: 23680, time: 0.000, dataset: 3297470745.712) GAN: 1.768 
(epoch: 2, iters: 26880, time: 0.000, dataset: 3297470747.910) GAN: 1.757 
(epoch: 2, iters: 30080, time: 0.000, dataset: 3297470750.125) GAN: 2.589 
================ Training Loss (Thu Mar 31 16:03:46 2022) ================
(epoch: 1, iters: 3200, time: 0.000, dataset: 3297470859.574) GAN: 1.378 
(epoch: 1, iters: 6400, time: 0.000, dataset: 3297470872.285) GAN: 1.392 
(epoch: 1, iters: 9600, time: 0.000, dataset: 3297470874.447) GAN: 1.443 
(epoch: 1, iters: 12800, time: 0.000, dataset: 3297470876.620) GAN: 1.489 
(epoch: 1, iters: 16000, time: 0.000, dataset: 3297470878.776) GAN: 1.469 
(epoch: 1, iters: 19200, time: 0.000, dataset: 3297470880.942) GAN: 1.454 
(epoch: 1, iters: 22400, time: 0.000, dataset: 3297470883.120) GAN: 1.573 
(epoch: 1, iters: 25600, time: 0.000, dataset: 3297470885.298) GAN: 1.640 
(epoch: 1, iters: 28800, time: 0.000, dataset: 3297470887.464) GAN: 1.780 
(epoch: 1, iters: 32000, time: 0.000, dataset: 3297470889.641) GAN: 2.106 
(epoch: 1, iters: 35200, time: 0.000, dataset: 3297470891.817) GAN: 2.315 
(epoch: 1, iters: 38400, time: 0.000, dataset: 3297470893.987) GAN: 2.622 
(epoch: 1, iters: 41600, time: 0.000, dataset: 3297470896.163) GAN: 2.188 
(epoch: 1, iters: 44800, time: 0.000, dataset: 3297470898.325) GAN: 2.062 
(epoch: 1, iters: 48000, time: 0.000, dataset: 3297470900.506) GAN: 1.879 
(epoch: 2, iters: 1280, time: 0.000, dataset: 3297470902.696) GAN: 1.827 
(epoch: 2, iters: 4480, time: 0.000, dataset: 3297470916.515) GAN: 2.268 
(epoch: 2, iters: 7680, time: 0.000, dataset: 3297470918.767) GAN: 1.976 
(epoch: 2, iters: 10880, time: 0.000, dataset: 3297470920.991) GAN: 2.412 
(epoch: 2, iters: 14080, time: 0.000, dataset: 3297470923.225) GAN: 2.142 
(epoch: 2, iters: 17280, time: 0.000, dataset: 3297470925.483) GAN: 2.417 
(epoch: 2, iters: 20480, time: 0.000, dataset: 3297470927.731) GAN: 1.614 
(epoch: 2, iters: 23680, time: 0.000, dataset: 3297470929.957) GAN: 2.320 
(epoch: 2, iters: 26880, time: 0.000, dataset: 3297470932.158) GAN: 1.854 
(epoch: 2, iters: 30080, time: 0.000, dataset: 3297470934.522) GAN: 1.456 
================ Training Loss (Thu Mar 31 16:05:02 2022) ================
(epoch: 1, iters: 3200, time: 0.000, dataset: 3297471010.473) GAN: 1.288 
(epoch: 1, iters: 6400, time: 0.000, dataset: 3297471022.628) GAN: 1.392 
(epoch: 1, iters: 9600, time: 0.000, dataset: 3297471024.798) GAN: 1.607 
(epoch: 1, iters: 12800, time: 0.000, dataset: 3297471026.976) GAN: 1.591 
(epoch: 1, iters: 16000, time: 0.000, dataset: 3297471029.148) GAN: 1.560 
(epoch: 1, iters: 19200, time: 0.000, dataset: 3297471031.339) GAN: 1.506 
(epoch: 1, iters: 22400, time: 0.000, dataset: 3297471033.515) GAN: 1.571 
(epoch: 1, iters: 25600, time: 0.000, dataset: 3297471035.697) GAN: 1.505 
(epoch: 1, iters: 28800, time: 0.000, dataset: 3297471037.939) GAN: 1.640 
(epoch: 1, iters: 32000, time: 0.000, dataset: 3297471040.131) GAN: 1.489 
(epoch: 1, iters: 35200, time: 0.000, dataset: 3297471042.321) GAN: 1.592 
(epoch: 1, iters: 38400, time: 0.000, dataset: 3297471044.501) GAN: 1.530 
(epoch: 1, iters: 41600, time: 0.000, dataset: 3297471046.705) GAN: 1.721 
(epoch: 1, iters: 44800, time: 0.000, dataset: 3297471048.904) GAN: 1.825 
(epoch: 1, iters: 48000, time: 0.000, dataset: 3297471051.094) GAN: 1.531 
(epoch: 2, iters: 1280, time: 0.000, dataset: 3297471053.288) GAN: 1.902 
(epoch: 2, iters: 4480, time: 0.000, dataset: 3297471066.661) GAN: 2.252 
(epoch: 2, iters: 7680, time: 0.000, dataset: 3297471068.850) GAN: 2.070 
(epoch: 2, iters: 10880, time: 0.000, dataset: 3297471071.035) GAN: 2.030 
(epoch: 2, iters: 14080, time: 0.000, dataset: 3297471073.232) GAN: 1.938 
(epoch: 2, iters: 17280, time: 0.000, dataset: 3297471075.431) GAN: 3.008 
(epoch: 2, iters: 20480, time: 0.000, dataset: 3297471077.680) GAN: 1.728 
(epoch: 2, iters: 23680, time: 0.000, dataset: 3297471079.918) GAN: 1.617 
(epoch: 2, iters: 26880, time: 0.000, dataset: 3297471082.143) GAN: 1.792 
(epoch: 2, iters: 30080, time: 0.000, dataset: 3297471084.369) GAN: 1.720 
================ Training Loss (Thu Mar 31 16:07:05 2022) ================
(epoch: 1, iters: 3200, time: 0.000, dataset: 3297471256.875) GAN: 1.300 
(epoch: 1, iters: 6400, time: 0.000, dataset: 3297471269.385) GAN: 1.443 
(epoch: 1, iters: 9600, time: 0.000, dataset: 3297471271.549) GAN: 1.389 
(epoch: 1, iters: 12800, time: 0.000, dataset: 3297471273.701) GAN: 1.673 
(epoch: 1, iters: 16000, time: 0.000, dataset: 3297471275.857) GAN: 1.631 
(epoch: 1, iters: 19200, time: 0.000, dataset: 3297471278.021) GAN: 1.542 
(epoch: 1, iters: 22400, time: 0.000, dataset: 3297471280.183) GAN: 1.602 
(epoch: 1, iters: 25600, time: 0.000, dataset: 3297471282.359) GAN: 1.639 
(epoch: 1, iters: 28800, time: 0.000, dataset: 3297471284.534) GAN: 1.581 
(epoch: 1, iters: 32000, time: 0.000, dataset: 3297471286.700) GAN: 1.972 
(epoch: 1, iters: 35200, time: 0.000, dataset: 3297471288.874) GAN: 1.866 
(epoch: 1, iters: 38400, time: 0.000, dataset: 3297471291.061) GAN: 1.879 
(epoch: 1, iters: 41600, time: 0.000, dataset: 3297471293.240) GAN: 1.680 
(epoch: 1, iters: 44800, time: 0.000, dataset: 3297471295.431) GAN: 1.455 
(epoch: 1, iters: 48000, time: 0.000, dataset: 3297471297.623) GAN: 1.605 
(epoch: 2, iters: 1280, time: 0.000, dataset: 3297471299.797) GAN: 1.469 
(epoch: 2, iters: 4480, time: 0.000, dataset: 3297471313.398) GAN: 1.265 
(epoch: 2, iters: 7680, time: 0.000, dataset: 3297471315.597) GAN: 1.752 
(epoch: 2, iters: 10880, time: 0.000, dataset: 3297471317.787) GAN: 1.826 
(epoch: 2, iters: 14080, time: 0.000, dataset: 3297471319.991) GAN: 1.935 
(epoch: 2, iters: 17280, time: 0.000, dataset: 3297471322.179) GAN: 1.530 
(epoch: 2, iters: 20480, time: 0.000, dataset: 3297471324.365) GAN: 1.480 
(epoch: 2, iters: 23680, time: 0.000, dataset: 3297471326.555) GAN: 2.543 
(epoch: 2, iters: 26880, time: 0.000, dataset: 3297471328.757) GAN: 1.468 
(epoch: 2, iters: 30080, time: 0.000, dataset: 3297471330.939) GAN: 1.225 
(epoch: 2, iters: 33280, time: 0.000, dataset: 3297471333.328) GAN: 2.249 
(epoch: 2, iters: 36480, time: 0.000, dataset: 3297471335.525) GAN: 1.277 
(epoch: 2, iters: 39680, time: 0.000, dataset: 3297471337.718) GAN: 2.421 
(epoch: 2, iters: 42880, time: 0.000, dataset: 3297471339.917) GAN: 2.945 
(epoch: 2, iters: 46080, time: 0.000, dataset: 3297471342.124) GAN: 1.547 
(epoch: 2, iters: 49280, time: 0.000, dataset: 3297471344.338) GAN: 2.184 
(epoch: 3, iters: 2560, time: 0.000, dataset: 3297471346.552) GAN: 2.284 
(epoch: 3, iters: 5760, time: 0.000, dataset: 3297471360.331) GAN: 2.116 
(epoch: 3, iters: 8960, time: 0.000, dataset: 3297471362.529) GAN: 2.177 
(epoch: 3, iters: 12160, time: 0.000, dataset: 3297471364.722) GAN: 1.982 
(epoch: 3, iters: 15360, time: 0.000, dataset: 3297471366.924) GAN: 2.131 
(epoch: 3, iters: 18560, time: 0.000, dataset: 3297471369.123) GAN: 3.143 
(epoch: 3, iters: 21760, time: 0.000, dataset: 3297471371.328) GAN: 2.727 
(epoch: 3, iters: 24960, time: 0.000, dataset: 3297471373.539) GAN: 2.585 
(epoch: 3, iters: 28160, time: 0.000, dataset: 3297471375.740) GAN: 2.581 
(epoch: 3, iters: 31360, time: 0.000, dataset: 3297471377.956) GAN: 2.484 
(epoch: 3, iters: 34560, time: 0.000, dataset: 3297471380.156) GAN: 1.601 
(epoch: 3, iters: 37760, time: 0.000, dataset: 3297471382.438) GAN: 3.366 
(epoch: 3, iters: 40960, time: 0.000, dataset: 3297471384.649) GAN: 2.393 
(epoch: 3, iters: 44160, time: 0.000, dataset: 3297471386.853) GAN: 4.220 
(epoch: 3, iters: 47360, time: 0.000, dataset: 3297471389.073) GAN: 2.821 
(epoch: 4, iters: 640, time: 0.000, dataset: 3297471391.273) GAN: 1.982 
(epoch: 4, iters: 3840, time: 0.000, dataset: 3297471404.735) GAN: 2.774 
(epoch: 4, iters: 7040, time: 0.000, dataset: 3297471406.947) GAN: 2.470 
(epoch: 4, iters: 10240, time: 0.000, dataset: 3297471409.163) GAN: 2.608 
(epoch: 4, iters: 13440, time: 0.000, dataset: 3297471411.461) GAN: 2.587 
(epoch: 4, iters: 16640, time: 0.000, dataset: 3297471413.675) GAN: 2.433 
(epoch: 4, iters: 19840, time: 0.000, dataset: 3297471415.903) GAN: 1.882 
(epoch: 4, iters: 23040, time: 0.000, dataset: 3297471418.127) GAN: 2.887 
(epoch: 4, iters: 26240, time: 0.000, dataset: 3297471420.340) GAN: 2.263 
(epoch: 4, iters: 29440, time: 0.000, dataset: 3297471422.558) GAN: 4.290 
(epoch: 4, iters: 32640, time: 0.000, dataset: 3297471424.781) GAN: 2.678 
(epoch: 4, iters: 35840, time: 0.000, dataset: 3297471426.990) GAN: 1.569 
(epoch: 4, iters: 39040, time: 0.000, dataset: 3297471429.224) GAN: 1.467 
(epoch: 4, iters: 42240, time: 0.000, dataset: 3297471431.443) GAN: 2.334 
(epoch: 4, iters: 45440, time: 0.000, dataset: 3297471433.653) GAN: 1.759 
(epoch: 4, iters: 48640, time: 0.000, dataset: 3297471435.871) GAN: 3.514 
(epoch: 5, iters: 1920, time: 0.000, dataset: 3297471438.078) GAN: 2.931 
(epoch: 5, iters: 5120, time: 0.000, dataset: 3297471452.081) GAN: 2.154 
(epoch: 5, iters: 8320, time: 0.000, dataset: 3297471454.287) GAN: 2.460 
(epoch: 5, iters: 11520, time: 0.000, dataset: 3297471456.573) GAN: 2.153 
(epoch: 5, iters: 14720, time: 0.000, dataset: 3297471458.850) GAN: 3.276 
(epoch: 5, iters: 17920, time: 0.000, dataset: 3297471461.097) GAN: 2.615 
(epoch: 5, iters: 21120, time: 0.000, dataset: 3297471463.359) GAN: 4.267 
(epoch: 5, iters: 24320, time: 0.000, dataset: 3297471465.713) GAN: 1.875 
(epoch: 5, iters: 27520, time: 0.000, dataset: 3297471468.088) GAN: 1.947 
(epoch: 5, iters: 30720, time: 0.000, dataset: 3297471470.372) GAN: 1.650 
(epoch: 5, iters: 33920, time: 0.000, dataset: 3297471472.670) GAN: 2.096 
(epoch: 5, iters: 37120, time: 0.000, dataset: 3297471474.975) GAN: 3.207 
(epoch: 5, iters: 40320, time: 0.000, dataset: 3297471477.357) GAN: 2.870 
(epoch: 5, iters: 43520, time: 0.000, dataset: 3297471479.976) GAN: 1.858 
(epoch: 5, iters: 46720, time: 0.000, dataset: 3297471482.244) GAN: 1.093 
(epoch: 5, iters: 49920, time: 0.000, dataset: 3297471484.508) GAN: 6.291 
(epoch: 6, iters: 3200, time: 0.000, dataset: 3297471493.476) GAN: 3.475 
(epoch: 6, iters: 6400, time: 0.000, dataset: 3297471501.598) GAN: 3.051 
(epoch: 6, iters: 9600, time: 0.000, dataset: 3297471503.844) GAN: 2.848 
(epoch: 6, iters: 12800, time: 0.000, dataset: 3297471506.078) GAN: 2.061 
(epoch: 6, iters: 16000, time: 0.000, dataset: 3297471508.326) GAN: 2.815 
(epoch: 6, iters: 19200, time: 0.000, dataset: 3297471510.613) GAN: 3.068 
(epoch: 6, iters: 22400, time: 0.000, dataset: 3297471512.957) GAN: 2.458 
(epoch: 6, iters: 25600, time: 0.000, dataset: 3297471515.211) GAN: 3.254 
(epoch: 6, iters: 28800, time: 0.000, dataset: 3297471517.489) GAN: 3.108 
(epoch: 6, iters: 32000, time: 0.000, dataset: 3297471519.724) GAN: 2.970 
(epoch: 6, iters: 35200, time: 0.000, dataset: 3297471521.973) GAN: 2.327 
(epoch: 6, iters: 38400, time: 0.000, dataset: 3297471524.231) GAN: 4.491 
(epoch: 6, iters: 41600, time: 0.000, dataset: 3297471526.483) GAN: 3.599 
(epoch: 6, iters: 44800, time: 0.000, dataset: 3297471528.717) GAN: 1.965 
(epoch: 6, iters: 48000, time: 0.000, dataset: 3297471530.944) GAN: 2.330 
(epoch: 7, iters: 1280, time: 0.000, dataset: 3297471533.223) GAN: 1.733 
(epoch: 7, iters: 4480, time: 0.000, dataset: 3297471548.478) GAN: 3.111 
(epoch: 7, iters: 7680, time: 0.000, dataset: 3297471550.873) GAN: 2.840 
(epoch: 7, iters: 10880, time: 0.000, dataset: 3297471553.155) GAN: 2.596 
(epoch: 7, iters: 14080, time: 0.000, dataset: 3297471555.413) GAN: 2.404 
(epoch: 7, iters: 17280, time: 0.000, dataset: 3297471557.630) GAN: 3.074 
(epoch: 7, iters: 20480, time: 0.000, dataset: 3297471559.865) GAN: 2.457 
(epoch: 7, iters: 23680, time: 0.000, dataset: 3297471562.168) GAN: 3.243 
(epoch: 7, iters: 26880, time: 0.000, dataset: 3297471564.465) GAN: 2.042 
(epoch: 7, iters: 30080, time: 0.000, dataset: 3297471566.721) GAN: 3.390 
(epoch: 7, iters: 33280, time: 0.000, dataset: 3297471569.003) GAN: 2.233 
(epoch: 7, iters: 36480, time: 0.000, dataset: 3297471571.346) GAN: 1.832 
(epoch: 7, iters: 39680, time: 0.000, dataset: 3297471573.618) GAN: 2.603 
(epoch: 7, iters: 42880, time: 0.000, dataset: 3297471575.912) GAN: 2.976 
(epoch: 7, iters: 46080, time: 0.000, dataset: 3297471578.260) GAN: 2.761 
(epoch: 7, iters: 49280, time: 0.000, dataset: 3297471580.585) GAN: 3.563 
(epoch: 8, iters: 2560, time: 0.000, dataset: 3297471582.844) GAN: 2.726 
(epoch: 8, iters: 5760, time: 0.000, dataset: 3297471599.491) GAN: 2.373 
(epoch: 8, iters: 8960, time: 0.000, dataset: 3297471601.725) GAN: 2.229 
(epoch: 8, iters: 12160, time: 0.000, dataset: 3297471603.949) GAN: 1.256 
(epoch: 8, iters: 15360, time: 0.000, dataset: 3297471606.182) GAN: 2.351 
(epoch: 8, iters: 18560, time: 0.000, dataset: 3297471608.471) GAN: 2.099 
(epoch: 8, iters: 21760, time: 0.000, dataset: 3297471610.775) GAN: 1.655 
(epoch: 8, iters: 24960, time: 0.000, dataset: 3297471613.026) GAN: 2.212 
(epoch: 8, iters: 28160, time: 0.000, dataset: 3297471615.292) GAN: 1.972 
(epoch: 8, iters: 31360, time: 0.000, dataset: 3297471617.566) GAN: 2.971 
(epoch: 8, iters: 34560, time: 0.000, dataset: 3297471619.814) GAN: 1.870 
(epoch: 8, iters: 37760, time: 0.000, dataset: 3297471622.050) GAN: 3.225 
(epoch: 8, iters: 40960, time: 0.000, dataset: 3297471624.294) GAN: 1.657 
(epoch: 8, iters: 44160, time: 0.000, dataset: 3297471626.550) GAN: 1.983 
(epoch: 8, iters: 47360, time: 0.000, dataset: 3297471628.791) GAN: 3.800 
(epoch: 9, iters: 640, time: 0.000, dataset: 3297471631.040) GAN: 2.450 
(epoch: 9, iters: 3840, time: 0.000, dataset: 3297471645.496) GAN: 2.032 
(epoch: 9, iters: 7040, time: 0.000, dataset: 3297471647.739) GAN: 2.954 
(epoch: 9, iters: 10240, time: 0.000, dataset: 3297471649.966) GAN: 1.899 
(epoch: 9, iters: 13440, time: 0.000, dataset: 3297471652.259) GAN: 1.788 
(epoch: 9, iters: 16640, time: 0.000, dataset: 3297471654.504) GAN: 2.193 
(epoch: 9, iters: 19840, time: 0.000, dataset: 3297471656.746) GAN: 2.631 
(epoch: 9, iters: 23040, time: 0.000, dataset: 3297471658.983) GAN: 2.438 
(epoch: 9, iters: 26240, time: 0.000, dataset: 3297471661.213) GAN: 2.339 
(epoch: 9, iters: 29440, time: 0.000, dataset: 3297471663.472) GAN: 2.730 
(epoch: 9, iters: 32640, time: 0.000, dataset: 3297471665.719) GAN: 2.314 
(epoch: 9, iters: 35840, time: 0.000, dataset: 3297471667.979) GAN: 1.721 
(epoch: 9, iters: 39040, time: 0.000, dataset: 3297471670.227) GAN: 3.586 
(epoch: 9, iters: 42240, time: 0.000, dataset: 3297471672.472) GAN: 2.893 
(epoch: 9, iters: 45440, time: 0.000, dataset: 3297471674.716) GAN: 2.427 
(epoch: 9, iters: 48640, time: 0.000, dataset: 3297471676.946) GAN: 2.379 
(epoch: 10, iters: 1920, time: 0.000, dataset: 3297471679.186) GAN: 2.348 
(epoch: 10, iters: 5120, time: 0.000, dataset: 3297471693.042) GAN: 2.523 
(epoch: 10, iters: 8320, time: 0.000, dataset: 3297471695.314) GAN: 2.434 
(epoch: 10, iters: 11520, time: 0.000, dataset: 3297471697.575) GAN: 2.465 
(epoch: 10, iters: 14720, time: 0.000, dataset: 3297471699.824) GAN: 2.070 
(epoch: 10, iters: 17920, time: 0.000, dataset: 3297471702.067) GAN: 2.045 
(epoch: 10, iters: 21120, time: 0.000, dataset: 3297471704.332) GAN: 1.369 
(epoch: 10, iters: 24320, time: 0.001, dataset: 3297471706.599) GAN: 3.092 
(epoch: 10, iters: 27520, time: 0.000, dataset: 3297471709.295) GAN: 2.432 
(epoch: 10, iters: 30720, time: 0.000, dataset: 3297471711.709) GAN: 2.300 
(epoch: 10, iters: 33920, time: 0.000, dataset: 3297471714.073) GAN: 1.979 
(epoch: 10, iters: 37120, time: 0.000, dataset: 3297471716.332) GAN: 1.496 
(epoch: 10, iters: 40320, time: 0.000, dataset: 3297471718.580) GAN: 1.676 
(epoch: 10, iters: 43520, time: 0.000, dataset: 3297471720.827) GAN: 4.048 
(epoch: 10, iters: 46720, time: 0.000, dataset: 3297471723.077) GAN: 2.380 
(epoch: 10, iters: 49920, time: 0.000, dataset: 3297471725.375) GAN: 2.264 
(epoch: 11, iters: 3200, time: 0.000, dataset: 3297471734.190) GAN: 2.072 
(epoch: 11, iters: 6400, time: 0.000, dataset: 3297471742.363) GAN: 2.047 
(epoch: 11, iters: 9600, time: 0.000, dataset: 3297471744.615) GAN: 2.418 
(epoch: 11, iters: 12800, time: 0.000, dataset: 3297471746.853) GAN: 2.267 
(epoch: 11, iters: 16000, time: 0.000, dataset: 3297471749.123) GAN: 1.975 
(epoch: 11, iters: 19200, time: 0.000, dataset: 3297471751.369) GAN: 3.100 
(epoch: 11, iters: 22400, time: 0.000, dataset: 3297471753.648) GAN: 2.193 
(epoch: 11, iters: 25600, time: 0.000, dataset: 3297471755.946) GAN: 2.183 
(epoch: 11, iters: 28800, time: 0.000, dataset: 3297471758.221) GAN: 3.003 
(epoch: 11, iters: 32000, time: 0.000, dataset: 3297471760.533) GAN: 1.967 
(epoch: 11, iters: 35200, time: 0.000, dataset: 3297471762.836) GAN: 2.105 
(epoch: 11, iters: 38400, time: 0.000, dataset: 3297471765.149) GAN: 2.542 
(epoch: 11, iters: 41600, time: 0.000, dataset: 3297471767.406) GAN: 2.284 
(epoch: 11, iters: 44800, time: 0.000, dataset: 3297471769.698) GAN: 1.675 
(epoch: 11, iters: 48000, time: 0.000, dataset: 3297471771.966) GAN: 1.425 
(epoch: 12, iters: 1280, time: 0.000, dataset: 3297471774.218) GAN: 2.400 
(epoch: 12, iters: 4480, time: 0.000, dataset: 3297471788.246) GAN: 3.092 
(epoch: 12, iters: 7680, time: 0.000, dataset: 3297471790.490) GAN: 2.163 
(epoch: 12, iters: 10880, time: 0.000, dataset: 3297471792.732) GAN: 2.250 
(epoch: 12, iters: 14080, time: 0.000, dataset: 3297471795.059) GAN: 3.316 
(epoch: 12, iters: 17280, time: 0.000, dataset: 3297471797.303) GAN: 2.082 
(epoch: 12, iters: 20480, time: 0.000, dataset: 3297471799.554) GAN: 3.433 
(epoch: 12, iters: 23680, time: 0.000, dataset: 3297471801.808) GAN: 2.563 
(epoch: 12, iters: 26880, time: 0.000, dataset: 3297471804.051) GAN: 2.211 
(epoch: 12, iters: 30080, time: 0.000, dataset: 3297471806.295) GAN: 2.470 
(epoch: 12, iters: 33280, time: 0.000, dataset: 3297471808.538) GAN: 1.768 
(epoch: 12, iters: 36480, time: 0.000, dataset: 3297471810.780) GAN: 1.738 
(epoch: 12, iters: 39680, time: 0.000, dataset: 3297471813.026) GAN: 3.317 
(epoch: 12, iters: 42880, time: 0.000, dataset: 3297471815.269) GAN: 1.472 
(epoch: 12, iters: 46080, time: 0.000, dataset: 3297471817.511) GAN: 1.678 
(epoch: 12, iters: 49280, time: 0.000, dataset: 3297471819.798) GAN: 2.063 
(epoch: 13, iters: 2560, time: 0.000, dataset: 3297471822.074) GAN: 1.697 
(epoch: 13, iters: 5760, time: 0.000, dataset: 3297471836.444) GAN: 3.320 
(epoch: 13, iters: 8960, time: 0.000, dataset: 3297471838.694) GAN: 3.205 
